"ASN.SITE.NO","DAY","MONTH","YEAR","DOC","A350","SR","BA","FI","HIXOHNO","C1","C2","C3","C4","C5","C6","C7","SUVA254","DISC","DO","pH","S.COND","SRP","TDN","TDP","TEMP","TP","TSS","A254","Cth","Cmh","Cmp","Cf"
50,8,5,2017,4.741416419,3.152290371,0.893026448,0.638787358,1.444478416,0.918495353,0.715366491,0.672838271,0.445193209,0.209127341,0.200277536,0.311900901,0.180763604,3.160618834,3.1718,11.65,8.04,307.3,2.907885443,286.566649,4.59331,8.8,7.550953869,0.697333333,NA,1.833397971,0.512178437,0.180763604,0.209127341
51,17,5,2017,4.970538289,3.86517776,0.890956533,0.669998515,1.542221927,0.923848817,0.891976249,0.835613175,0.669402791,0.214114351,0.245706765,0.43733248,0.214964782,3.376006593,0.1777,10.41,8.34,449.2,5.019199426,1267.506217,6.191457,17.3,13.65696901,2.993333333,NA,2.396992215,0.683039245,0.214964782,0.214114351
53,17,5,2017,4.139843745,2.763305185,0.859569499,0.769094947,1.217850141,0.918401036,0.848770336,0.786068381,0.589562893,0.212172829,0.271737294,0.522756208,0.253448112,3.045408788,NA,9.57,8.32,649,13.11775068,2305.493873,19.423742,19.2,34.37711674,15.605,NA,2.22440161,0.794493502,0.253448112,0.212172829
54,18,5,2017,5.993408436,5.957033193,0.839983606,0.646725132,1.384564477,0.945548484,1.474579895,1.121453199,1.000388044,0.440944685,0.375533295,0.527275758,0.240682451,3.963572677,NA,7.43,8.12,551,3.470719261,2987.321127,7.931863,19,17.63382996,27.5968,NA,3.596421138,0.902809053,0.240682451,0.440944685
55,17,5,2017,3.89945204,2.796020621,0.806526131,0.733032421,1.515589835,0.926903793,0.700850247,0.657594666,0.518363217,0.142841702,0.215627946,0.375221572,0.20302802,3.11328802,0.5948,11.001,7.95,672,9.95885115,3554.697993,28.051548,13.7,19.37903785,3.097333333,NA,1.87680813,0.590849518,0.20302802,0.142841702
7,12,6,2017,17.20768142,18.35803274,0.839834687,0.563918779,1.306225292,0.960528099,4.869045216,3.67460883,4.053415301,1.309500444,1.024682844,1.467770812,0.470617055,4.332904379,0.0323,5.45,7.51,544,5.040812424,868.338514,15.107865,22,20.08990194,1.634,NA,12.597069347,2.492453656,0.470617055,1.309500444
13,14,6,2017,6.417716884,6.925554398,0.875225496,0.582201388,1.366959606,0.92486867,1.260363643,1.103458562,0.967914964,0.331153196,0.285003698,0.409800162,0.284522147,4.28715895,0.1633,9.23,8.18,442.4,4.261321797,814.531341,12.908005,21.2,16.01368995,0.362,NA,3.331737169,0.69480386,0.284522147,0.331153196
15,12,6,2017,21.49432693,21.55814624,0.828909686,0.604454009,1.368039914,0.957023849,6.269528333,4.966098217,6.545951703,1.595121358,1.416373666,3.303281621,0.738356383,4.229838839,0.0261,9.72,8.02,1068,7.204998247,1916.366186,39.759242,25.7,61.24023249,4.551,NA,17.781578253,4.719655287,0.738356383,1.595121358
17,12,6,2017,43.1496256,60.68817558,0.798555459,0.511414262,1.308611688,0.95973737,9.116056966,0.383446733,23.46492919,2.216646709,0.753801912,10.01954413,0.692031605,5.233421794,NA,0.32,7.09,565,66.57633379,1506.411809,131.829872,25.1,NA,59.44,NA,32.964432889,10.773346042,0.692031605,2.216646709
22,14,6,2017,5.550966583,5.470080432,0.896358764,0.619435434,1.26018361,0.89901509,0.855131172,0.854524844,0.683129538,0.191535245,0.16916116,0.231175772,0.28557602,3.943849496,NA,8.48,7.6,114.2,2.111582717,344.244404,6.437827,22.4,10.77284597,1.262,NA,2.392785554,0.400336932,0.28557602,0.191535245
23,14,6,2017,6.736018819,5.23756407,0.850025808,0.588146292,1.29366889,0.946331831,1.269452095,1.20097659,0.853945073,0.312864304,0.308577925,0.421960282,0.195737116,3.510420877,0.1728,6.84,7.77,421.1,2.97450615,295.24175,7.440704,17.5,7.537757089,0.602666667,NA,3.324373758,0.730538207,0.195737116,0.312864304
29,14,6,2017,18.83620295,18.48076738,0.86806717,0.570112481,1.310214603,0.950734381,4.06384933,3.383400657,3.79046794,1.045288826,0.877159975,1.648032277,0.517759648,4.122482709,0.1114,8.23,8.06,479,5.987168664,1037.356921,22.969131,13.2,30.92744969,1.596666667,NA,11.237717927,2.525192252,0.517759648,1.045288826
34,12,6,2017,4.036172385,2.572724733,0.896769703,0.782967871,1.339564024,0.895633461,0.690483097,0.700773826,0.41604782,0.204435235,0.262860364,0.489483274,0.244319295,2.91775478,0.1355,8.1,8.11,724,1.590222441,3241.911986,10.158179,23.7,16.36954973,5.643333333,NA,1.807304743,0.752343638,0.244319295,0.204435235
37,14,6,2017,2.58261598,1.725204692,0.907452557,0.689171495,1.472579737,0.902928901,0.41952708,0.399705941,0.275338536,0.096275163,0.125820905,0.211397165,0.144913612,3.108533623,0.5592,10.62,8.51,452.4,4.654935995,1037.351245,10.352284,19.3,10.51403886,1.811333333,NA,1.094571557,0.33721807,0.144913612,0.096275163
42,12,6,2017,4.867929661,3.876555148,1.007317722,0.793387622,1.438823292,0.830986417,0.866130179,0.832902108,0.564638922,0.223206413,0.325089787,0.744382973,0.594268633,3.27631574,NA,8.36,7.76,871,2.982565767,NA,18.795866,25.2,105.4962484,52.917,NA,2.263671209,1.06947276,0.594268633,0.223206413
44,14,6,2017,4.159993856,3.535616321,0.915990616,0.652208658,1.463334037,0.856504923,0.711255025,0.732480939,0.610273431,0.149342243,0.169305948,0.139234291,0.347402788,3.588002057,0.3941,9.3,8.2,411.6,3.337842333,506.830376,7.246599,17.2,22.28976238,6.968666667,NA,2.054009395,0.308540239,0.347402788,0.149342243
48,12,6,2017,2.574540666,1.793381621,0.94760175,0.772533979,1.326099449,0.890840961,0.42756208,0.417303068,0.279289727,0.086899497,0.141074561,0.238512821,0.181111637,2.971627457,0.3256,7.09,7.9,510,4.405177427,2205.847571,19.054673,22.5,25.49250037,3.511333333,NA,1.124154875,0.379587382,0.181111637,0.086899497
50,14,6,2017,4.571161895,2.63451853,1.086322945,0.734933976,1.267487067,0.871456836,0.484960888,0.486064807,0.366509467,0.162874852,0.146202392,0.300998452,0.224502759,2.869853726,1.2683,9.03,8.16,263.5,3.019923173,340.088062,10.061126,24.3,15.46372484,2.229333333,NA,1.337535162,0.447200844,0.224502759,0.162874852
1,10,8,2017,11.77725353,10.35271399,0.856487434,0.454246961,1.334697535,0.957109141,2.46391583,3.289003499,1.043081138,0.582072546,0.917460293,0,0.233585412,3.752548309,NA,2.18,7.28,434.1,5.87880916,NA,12.5543,18.8,11.53218026,1.534,NA,6.796000467,0.917460293,0.233585412,0.582072546
2,10,8,2017,12.19759796,9.26693847,0.889843392,0.476597818,1.3329849,0.952576648,2.12743718,3.047039769,1.146205365,0.537643772,0.754600824,0,0.267310635,3.409255432,0.2542,8.92,7.95,433.8,13.04614296,NA,16.1095,21.5,26.59734061,3.804,NA,6.320682314,0.754600824,0.267310635,0.537643772
3,25,8,2017,8.517563346,6.617180953,0.896959109,0.455649305,1.343188785,0.960285244,1.623468801,2.194849819,0.847111511,0.410099934,0.554306377,0,0.151211496,3.447467107,NA,9.24,7.77,412,7.197165353,NA,5.28836,19.3,7.599240174,1.221052632,NA,4.665430131,0.554306377,0.151211496,0.410099934
4,25,8,2017,14.46166465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.36,7.36,532,6.807417713,NA,10.8878,17.1,23.46432054,1.025714286,NA,NA,NA,NA,NA
5,25,8,2017,19.41283698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.49,7.4,578,10.62016637,NA,12.221,17.1,15.55400036,1.63,NA,NA,NA,NA,NA
6,25,8,2017,12.15111757,9.351303706,0.895687518,0.491049738,1.362809357,0.954468076,2.308658638,3.483362085,1.162616095,0.527796381,0.876822977,0,0.293140843,3.41876342,NA,11.27,8.25,522,9.145903555,NA,9.37684,19.3,19.13142044,3.023958333,NA,6.954636818,0.876822977,0.293140843,0.527796381
7,25,8,2017,14.5559727,13.70263458,0.850062044,0.625037967,1.350628427,0.952728332,4.186190714,3.473647527,3.152733835,0.972932327,1.013100248,1.49067576,0.491771881,3.996623605,NA,9.17,7.81,640,8.790047014,NA,12.298354,19.1,13.76017394,3.451724138,NA,10.812572076,2.503776008,0.491771881,0.972932327
8,10,8,2017,10.20567734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0248,4,7.52,587,16.17997719,NA,22.575521,18.2,24.99750057,6.926,NA,NA,NA,NA,NA
9,10,8,2017,8.756701601,6.895039496,0.916758969,0.511489244,1.373766853,0.951906329,1.830965514,2.555756077,0.904501762,0.465506487,0.72969696,0,0.260472888,3.373492542,NA,3.83,7.29,564,10.18220832,NA,18.2204,19.4,28.04164064,1.698,NA,5.291223353,0.72969696,0.260472888,0.465506487
10,25,8,2017,11.10766642,6.829453234,0.912327796,0.538008363,1.361277709,0.922136798,1.703572041,2.778744571,1.173665179,0.398477086,0.66201352,0,0.451584641,3.127446189,NA,11.84,8.04,543,3.841946536,NA,6.1105,21.4,18.50926042,7.484,NA,5.655981791,0.66201352,0.451584641,0.398477086
11,25,8,2017,5.889063426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.43,8.66,234,5.28231825,NA,7.239459,22.1,13.50354236,1.091578947,NA,NA,NA,NA,NA
12,16,8,2017,2.170631965,1.569012639,0.793982073,0.527584259,1.41528409,0.946646585,0.41339891,0.574786849,0.27755028,0.113969998,0.162096936,0,0.076592044,3.151370933,NA,10.23,8.24,484,10.0247354,NA,3.771455,14.7,5.332056856,0.566,NA,1.265736039,0.162096936,0.076592044,0.113969998
13,16,8,2017,5.132578185,5.10299611,0.880804471,0.591358532,1.323970919,0.936613378,1.058672895,0.920682015,0.758946939,0.268690044,0.23905475,0.396522306,0.204782358,3.998459441,0.1268,9.13,8.24,474,21.84194962,NA,11.154321,21.3,12.203018,2.606,NA,2.738301849,0.635577056,0.204782358,0.268690044
14,23,8,2017,8.07903094,5.041768652,0.873027037,0.557084965,1.422278868,0.944557726,1.39750644,2.252504658,0.98489495,0.325100358,0.578386653,0.169515018,0.296666757,3.102655207,NA,7.01,7.99,711,14.65320717,NA,24.904607,21.6,120.5998551,21.052,NA,4.634906048,0.747901671,0.296666757,0.325100358
15,10,8,2017,20.05278442,18.17056473,0.831147616,0.606750266,1.441120671,0.9574006,5.291798033,4.33726909,5.240342226,1.220627775,1.229043777,2.705159204,0.585851041,3.943535253,0.0226,1.97,7.7,506,20.49837078,NA,51.576818,18.6,60.79263914,3.289333333,NA,14.869409349,3.934202981,0.585851041,1.220627775
16,10,8,2017,8.072294651,5.48916845,0.832032966,0.504709893,1.369780882,0.950463635,1.506391068,2.313953265,1.016943027,0.381995756,0.591671672,0,0.242817412,3.224908425,0.4463,6.86,8.02,1127,10.82696848,NA,14.132118,20.5,20.54792642,6.438,NA,4.83728736,0.591671672,0.242817412,0.381995756
17,10,8,2017,30.83084663,34.40589214,0.808221211,0.564283639,1.32928459,0.968205949,6.803863273,3.800064406,8.800515254,1.551457773,1.116983674,3.656577406,0.40156692,4.380454771,NA,9.28,7.22,563,32.4189364,NA,64.002287,20.1,46.23799788,NA,NA,19.404442933,4.77356108,0.40156692,1.551457773
18,10,8,2017,8.485229159,5.709384981,0.812275542,0.502969536,1.395653291,0.954495166,1.606281713,2.439781584,1.014275054,0.415836671,0.634147197,0,0.236502793,3.25180812,0.8509,5.47,7.62,589,32.86876907,NA,41.030828,19.5,43.91360646,1.538,NA,5.060338351,0.634147197,0.236502793,0.415836671
19,10,8,2017,9.937573042,6.848996649,0.93250092,0.509329094,1.385873887,0.945113433,1.537349908,2.342131924,0.97517025,0.366512883,0.555111182,0,0.283713786,3.254315146,NA,11.47,7.91,439.4,4.229422721,NA,7.607935,23.4,32.25244147,4.852,NA,4.854652082,0.555111182,0.283713786,0.366512883
22,25,8,2017,6.290546243,6.430223975,0.873382841,0.630643334,1.361476194,0.918457172,0.97219451,0.881681207,0.773638807,0.184930174,0.189234292,0.357602041,0.233708419,3.96023971,NA,9.74,7.77,104.4,2.46935702,NA,7.754001,19.2,7.563328863,0.624137931,NA,2.627514524,0.546836333,0.233708419,0.184930174
23,28,8,2017,6.855047251,4.859163532,0.866656826,0.658848169,1.33155015,0.944451697,1.462210922,1.393988027,0.9731531,0.318969863,0.361923565,0.576813636,0.228299724,3.330512521,NA,7.03,7.71,458.8,NA,NA,9.72428,15.1,9.533607811,0.185333333,NA,3.829352049,0.938737201,0.228299724,0.318969863
24,28,8,2017,5.582562282,2.786723095,1.046087801,0.567603588,1.387829914,0.898592186,0.507769171,0.913306379,0.505024679,0.127467582,0.173687028,0.03113864,0.252001612,2.79316498,NA,9.8,8.32,197.1,NA,NA,9.088677,22.1,15.67467399,0.264705882,NA,1.926100229,0.204825668,0.252001612,0.127467582
27,23,8,2017,2.957430506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.74,8.38,552,4.740060664,NA,2.327052,16.7,3.732065235,0.906593407,NA,NA,NA,NA,NA
28,23,8,2017,2.271002669,1.339153649,1.007434476,0.548510836,1.380682449,0.92642745,0.375980128,0.546098246,0.240938938,0.102872647,0.163345606,0.004385062,0.096615794,2.772545106,NA,9.48,8.4,470,6.027922432,NA,3.534485,17.5,10.86689583,4.918666667,NA,1.163017312,0.167730668,0.096615794,0.102872647
29,25,8,2017,19.93826751,18.21696946,0.854991205,0.587702356,1.320240633,0.954940968,5.19819073,4.422434358,4.608904005,1.083578863,1.139080962,2.168212432,0.56398158,3.935285921,NA,10.16,8.11,489.7,9.586487844,NA,23.10311,15.7,23.03955221,1.83862069,NA,14.229529093,3.307293394,0.56398158,1.083578863
31,10,8,2017,13.95644299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.06,7.22,471,4.544305587,NA,7.304484,19.8,10.85918896,0.974,NA,NA,NA,NA,NA
32,23,8,2017,6.030525492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.89,8.26,653,5.383991548,NA,7.326159,20.5,33.89974359,15.35111111,NA,NA,NA,NA,NA
34,23,8,2017,4.39023915,2.7025663,0.889564403,0.833146029,1.38895334,0.899700763,0.835605267,0.851968219,0.566377337,0.19157919,0.289272911,0.638704978,0.267717591,2.887634078,NA,10.43,8.08,718,4.46893187,NA,12.64792,20.8,22.75354397,8.606428571,NA,2.253950823,0.927977889,0.267717591,0.19157919
35,23,8,2017,5.224865342,3.335562689,0.875576495,0.560339956,1.382917283,0.945456793,1.005563353,1.49797278,0.681929268,0.270138057,0.426011283,0.128577363,0.190528808,3.020932345,NA,10.16,8.24,749,11.06075066,NA,13.590242,19.3,54.53437012,20.656,NA,3.185465401,0.554588646,0.190528808,0.270138057
36,25,8,2017,14.1922131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.35,7.46,762,9.620378944,NA,12.506491,15.6,40.53230212,3.454285714,NA,NA,NA,NA,NA
37,15,8,2017,1.947660803,1.547411329,0.873919175,0.731031442,1.444807221,0.889539991,0.443812967,0.402428668,0.200655591,0.126508281,0.146275132,0.168477132,0.152428272,3.161649375,0.4164,9.15,8.1,431.5,11.85970655,NA,10.582305,15.3,14.58641995,2.946,NA,1.046897226,0.314752264,0.152428272,0.126508281
38,10,8,2017,16.8530472,15.69236632,0.866939669,0.447239565,1.330692723,0.965209403,3.703951731,4.473557894,1.355065504,0.949668087,1.320840534,0,0.213401529,3.926609338,NA,2.89,7.44,448.7,21.17311977,NA,29.868188,20.9,34.3765942,0.736,NA,9.532575129,1.320840534,0.213401529,0.949668087
39,23,8,2017,7.372394237,4.580233522,0.869967207,0.54204759,1.432068377,0.952386365,1.408249102,2.159807906,0.923997964,0.353156013,0.636212519,0.060356302,0.238067864,3.018336938,NA,7.14,7.85,711,12.97559776,NA,12.701566,19.8,56.39842252,10.124,NA,4.492054972,0.696568821,0.238067864,0.353156013
40,23,8,2017,3.522605143,1.85855612,0.876991077,0.58595669,1.43587559,0.862277043,0.544357378,0.839231671,0.388127567,0.14016067,0.23878035,0,0.282832474,2.674932062,NA,10.06,8.41,510,4.384204122,NA,2.766119,21.1,13.7427814,4.05,NA,1.771716616,0.23878035,0.282832474,0.14016067
41,23,8,2017,5.071951585,2.660541676,0.841989929,0.660878923,1.416272323,0.907670746,0.816247499,1.204398883,0.749394495,0.219088303,0.42649823,1.006069308,0.268707616,2.762861621,NA,9.17,7.95,884,7.383566399,NA,9.220396,18.7,62.43525605,15.174,NA,2.770040877,1.432567538,0.268707616,0.219088303
42,23,8,2017,5.399335224,3.350518043,0.882053713,0.777700705,1.355941823,0.885568206,1.008224572,0.93483677,0.865109672,0.20025193,0.3458551,1.327585598,0.4180604,2.916380957,NA,8.15,7.72,889,11.5860627,NA,27.393233,20.3,46.26977657,3.576,NA,2.808171014,1.673440698,0.4180604,0.20025193
43,10,8,2017,5.947669139,5.643008493,0.827143699,0.587355348,1.304035172,0.927962542,1.511113955,1.277181014,0.893602609,0.377286996,0.395643584,0.441204719,0.306489604,3.849906924,NA,7.78,7.86,444.1,8.637782839,NA,8.737423,17.5,36.72791258,7.578,NA,3.681897578,0.836848303,0.306489604,0.377286996
44,16,8,2017,3.490944585,2.671830422,0.897655149,0.638353488,1.314921098,0.93067287,0.621628957,0.588741295,0.466304593,0.144563471,0.156871786,0.322666161,0.14063699,3.380117453,0.1976,9.58,8.18,417.3,20.96116347,NA,7.436214,16,12.80681316,0.853333333,NA,1.676674845,0.479537947,0.14063699,0.144563471
45,15,8,2017,3.852009669,2.440314431,0.860561997,0.551902178,1.347876895,0.940014912,0.698885296,1.061347536,0.45405623,0.188925436,0.312278648,0.00595602,0.152342189,2.983675776,NA,7.46,7.97,496,8.483359631,NA,5.971304,18.5,31.59083455,6.326,NA,2.214289062,0.318234668,0.152342189,0.188925436
46,15,8,2017,5.102938514,2.904077143,0.794875305,0.548224976,1.36772553,0.952895565,0.745519279,1.138809669,0.473763153,0.195039332,0.310061543,0.041399047,0.122256134,2.713772109,0.351,6.64,7.98,429.3,14.72226155,NA,18.770093,21.9,40.50388446,4.502,NA,2.358092101,0.35146059,0.122256134,0.195039332
47,16,8,2017,4.825403412,2.766251235,0.91243747,0.6256041,1.431781568,0.925896095,0.822957014,1.232078839,0.512671923,0.229790386,0.370050612,0.189603393,0.237077077,2.869980737,NA,7.31,8.05,665,35.64093269,NA,40.064818,20.5,135.8032679,32.562,NA,2.567707776,0.559654005,0.237077077,0.229790386
48,16,8,2017,3.005931786,1.919869081,1.032913551,0.784475654,1.44771033,0.895480043,0.52751037,0.542010247,0.291538514,0.129805584,0.185027616,0.258324913,0.215166455,2.801828381,0.1301,7.9,7.78,458,17.07102463,NA,27.393233,18.7,68.67375493,7.9,NA,1.361059131,0.443352529,0.215166455,0.129805584
49,23,8,2017,4.187476855,2.681897003,0.978161522,0.550668752,1.432363962,0.922726813,0.728943785,1.130260594,0.454820134,0.186612798,0.334113043,0.019185062,0.193524585,2.948077988,NA,9.22,8.32,655,7.468294147,NA,6.476231,17.3,18.13344638,4.433333333,NA,2.314024513,0.353298105,0.193524585,0.186612798
50,28,8,2017,4.786332936,2.579550034,1.09239322,0.75281284,1.413572116,0.880793772,0.457736265,0.470175766,0.540602357,0.104460194,0.091224134,0.408247737,0.241876132,2.884118678,NA,9.71,8.19,221.3,NA,NA,10.391633,20.7,15.09487903,0.542352941,NA,1.468514388,0.499471871,0.241876132,0.104460194
51,15,8,2017,6.617929882,4.797382072,0.81830743,0.475637224,1.395255504,0.951755421,1.283559549,1.938284023,0.765097483,0.309580383,0.48940376,0,0.183833191,3.348730297,0.0819,8.32,8.11,490,15.45625001,NA,14.840448,19.5,34.48867344,21.924,NA,3.986941055,0.48940376,0.183833191,0.309580383
53,15,8,2017,2.964840424,1.568995929,0.836449721,0.63010473,1.515516336,0.918078942,0.510782232,0.776319998,0.271171198,0.134007288,0.257311265,0.111438282,0.170734161,2.501438083,NA,11.72,8.37,643,25.07149885,NA,19.977526,22,70.66775289,11.534,NA,1.558273428,0.368749547,0.170734161,0.134007288
54,16,8,2017,3.942949569,2.853356479,0.803710753,0.539307712,1.387909104,0.947321889,0.828677033,1.10669769,0.500005712,0.239192478,0.322950483,0,0.148958298,3.294378658,NA,7.75,8.13,606,13.03408809,NA,9.944856,20.3,31.1078614,8.974,NA,2.435380435,0.322950483,0.148958298,0.239192478
55,15,8,2017,3.897142804,2.091803098,0.766930269,0.593566909,1.459853513,0.932287299,0.703217696,1.069898733,0.360702252,0.18057052,0.346998688,0.053227655,0.169524425,2.569069141,0.1306,8.34,7.66,735,8.483359631,NA,5.839584,20.1,38.26464532,7.368,NA,2.133818681,0.400226343,0.169524425,0.18057052
7,18,9,2017,17.42397649,16.2907267,0.860582505,0.580900489,1.316357094,0.95668961,5.261141143,3.894340696,4.16346056,1.282912103,1.207377283,1.973106401,0.525453046,3.99268269,0.0143,6.17,7.6,64,3.119243663,NA,11.948788,19.8,16.65203498,NA,NA,13.318942399,3.180483684,0.525453046,1.282912103
13,18,9,2017,4.413611009,4.272926244,0.897087895,0.64254918,1.37714178,0.93442456,0.966976201,0.788777229,0.606650777,0.251732802,0.229216164,0.321677311,0.192043968,3.79425522,0.1642,8.43,8.13,479,2.878723879,NA,8.929813,19.5,12.07590323,NA,NA,2.362404207,0.550893475,0.192043968,0.251732802
15,14,9,2017,18.79662042,14.97252438,0.827354894,0.661174026,1.430015831,0.949082738,4.859120153,3.975527314,4.278249716,1.090799434,1.270352532,2.669037456,0.636704864,3.64717406,0.0111,6.99,7.75,1239,16.86392727,NA,48.748515,17.3,54.50045798,NA,NA,13.112897183,3.939389988,0.636704864,1.090799434
17,14,9,2017,26.09935662,23.65667069,0.84280272,0.572498429,1.346307567,0.964205988,6.511008378,4.367484675,6.027512316,1.411389124,1.352540014,2.829227346,0.47411395,3.849776381,NA,2.02,7.18,513,13.55465098,NA,26.725881,14.3,35.17901282,NA,NA,16.906005369,4.18176736,0.47411395,1.411389124
22,14,9,2017,5.291291712,4.196526314,0.948408546,0.696645035,1.594032384,0.913882892,0.611006229,0.583273799,0.584846951,0.097348866,0.110655018,0.319471757,0.196721461,3.39333569,NA,9.37,7.35,105.8,2.30006155,NA,6.133288,17.1,9.692501274,NA,NA,1.779126979,0.430126775,0.196721461,0.097348866
